anyo;cod_proyecto;cod_gestor;cod_funcional;cod_economico;texto;importe;cod_gestor2;gestor;cod_funcion2;funcion;cod_proyecto2;proyecto;economico
2011;01200;010005;1211;921B00;Retribuciones del personal contratado para cubrir vacantes;1;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Retribuciones del personal contratado para cubrir vacantes
2011;01200;010005;2020;921B00;Arrendamiento de edificios y otras construcciones;6500;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Arrendamientos de edificios y otras construcciones
2011;01200;010005;2061;921B00;Licencias de bases de datos de jurisprudencia y legislación;57600;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Arrendamientos de programas y licencias
2011;01200;010005;2061;921B02;Otras licencias;900;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Arrendamientos de programas y licencias
2011;01200;010005;2160;921B00;Reparación y mantenimiento de equipos y programas informáticos;27700;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Equipos informáticos y de telecomunicaciones
2011;01200;010005;2264;921B00;Gastos de comunidad;700;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Gastos de comunidades
2011;01200;010005;2271;921B00;Servicios de limpieza y aseo;6122;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Servicios de limpieza y aseo
2011;01200;010005;2279;921B00;Otros trabajos realizados por terceros;27500;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Otros trabajos realizados por terceros
2011;01200;010005;2280;921B00;Energía eléctrica, agua y gas;1000;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Energía eléctrica, agua y gas
2011;01200;010005;4455;921B00;Convenio de colaboración con la UPNA para fomento del derecho navarro;28648;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Transferencias corrientes a la Universidad Pública de Navarra
2011;01200;010005;4709;921B00;Convenio de colaboración con la UN para fomento del derecho navarro;15300;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Transferencias corrientes a otras empresas privadas
2011;01200;010005;6092;921B00;Estudios sobre derecho navarro;1000;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Estudios, informes y otros
2011;01700;010006;1200;922400;Retribuciones del personal fijo;50500;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Retribuciones del personal fijo
2011;01700;010006;1210;922400;Retribuciones del personal contratado para cubrir plazas reservadas;1;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Retribuciones del personal contratado para cubrir plazas reservadas
2011;01700;010006;1211;922400;Retribuciones del personal contratado para cubrir vacantes;1;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Retribuciones del personal contratado para cubrir vacantes
2011;01700;010006;2279;922400;Proyecto de gestión de actividades económicas;70609;01;Dirección General de Presidencia;92;Servicios de carácter general;01;Actividades generales del Gobierno;Otros trabajos realizados por terceros
2011;04000;020000;1000;921400;Retribuciones de altos cargos;55303;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones de altos cargos
2011;04000;020000;1200;921400;Retribuciones del personal fijo;2011292;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones del personal fijo
2011;04000;020000;1210;921400;Retribuciones del personal contratado para cubrir plazas reservadas;39033;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones del personal contratado para cubrir plazas reservadas
2011;04000;020000;1211;921400;Retribuciones del personal contratado para cubrir vacantes;174382;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones del personal contratado para cubrir vacantes
2011;04000;020000;1220;921400;Retribuciones del personal contratado temporal;1168075;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones del personal contratado temporal
2011;04000;020000;1250;921400;Retribuciones del personal contratado para sustituciones;961956;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones del personal contratado para sustituciones
2011;04000;020000;1400;921400;Retribuciones personales;2389724;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones personales
2011;04000;020000;1600;921400;Seguridad social;2791000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Seguridad social
2011;04000;020000;1702;921400;Horas extraordinarias;28000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Horas extraordinarias
2011;04000;020000;1703;921400;Remuneración por trabajo en días festivos;32000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Remuneración por trabajo en días festivos
2011;04000;020000;1705;921400;Complemento por trabajo en turnos de noche;1000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Complemento por trabajo en turnos de noche
2011;04000;020000;2020;921400;Arrendamientos de edificios y otras construcciones;121695;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Arrendamientos de edificios y otras construcciones
2011;04000;020000;2120;921400;Reparación, mantenimiento y conservación de edificios y otras construcciones;950;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Edificios y otras construcciones
2011;04000;020000;2160;921400;Reparación y mantenimiento de equipos y programas informáticos;46685;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Equipos informáticos y de telecomunicaciones
2011;04000;020000;2190;921400;Reparación y mantenimiento de otros bienes muebles;1126;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otro inmovilizado material
2011;04000;020000;2200;921400;Material de oficina;21287;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Material ordinario no inventariable
2011;04000;020000;2202;921400;Prensa, revistas, libros y otras publicaciones;6716;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Prensa, revistas, libros y otras publicaciones
2011;04000;020000;2214;921400;Instrumental y pequeño utillaje;570;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Instrumental y pequeño utillaje de consumo
2011;04000;020000;2215;921400;Fármacos;2375;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Fármacos
2011;04000;020000;2216;921400;Material sanitario de consumo;1439;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Material sanitario de consumo
2011;04000;020000;2217;921400;Ropería sanitaria;475;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Ropería para uso sanitario
2011;04000;020000;2219;921400;Material para equipos de control de presencia;2004;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otros suministros especiales
2011;04000;020000;2250;921400;Contribuciones y tasas;1021;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Tributos locales
2011;04000;020000;2264;921400;Gastos de comunidad;6625;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Gastos de comunidades
2011;04000;020000;2266;921400;Actividades de formación;1396;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Reuniones, conferencias y cursillos
2011;04000;020000;2269;921300;Gastos de mantenimiento de locales;641;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otros gastos diversos
2011;04000;020000;2269;921302;Gastos de elecciones sindicales;6000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otros gastos diversos
2011;04000;020000;2269;921400;Gastos diversos;7797;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otros gastos diversos
2011;04000;020000;2270;921400;Lavandería;1045;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Servicios de lavandería
2011;04000;020000;2271;921400;Servicios de limpieza y aseo;44895;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Servicios de limpieza y aseo
2011;04000;020000;2273;921400;Servicios informáticos;122411;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Servicios informáticos
2011;04000;020000;2279;921400;Otros trabajos realizados por terceros;11568;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otros trabajos realizados por terceros
2011;04000;020000;2280;921400;Energía eléctrica, agua y gas;19064;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Energía eléctrica, agua y gas
2011;04000;020000;2284;921400;Material de limpieza y aseo;1205;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Material de limpieza y aseo
2011;04000;020000;2301;921400;Locomoción y gastos de viaje;2025;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Locomoción y gastos de viaje
2011;04000;020000;2400;921400;Gastos de edición de libros y publicaciones;1140;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Gastos de edición de libros y publicaciones
2011;04000;020000;4809;921400;Indemnizaciones por responsabilidad patrimonial;100;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Transferencias corrientes a familias y otros particulares
2011;04000;020000;4819;921300;Subvenciones a organizaciones sindicales;51410;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Transferencias corrientes a otras instituciones sin fines de lucro
2011;04000;020000;4819;921302;Subvenciones para gastos de funcionamiento;35860;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Transferencias corrientes a otras instituciones sin fines de lucro
2011;04000;020000;6021;921400;Obras de adecuación y mejora de instalaciones;8550;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otras construcciones
2011;04000;020000;6031;921400;Instalaciones;95;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Instalaciones
2011;04000;020000;6050;921400;Mobiliario y equipos de oficina;4750;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Mobiliario y equipo de oficina
2011;04000;020000;6057;921400;Equipos médicos;2850;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Equipos médicos
2011;04000;020000;6059;921400;Otro mobiliario y equipo;1140;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otro mobiliario y equipo
2011;04000;020000;6060;921400;Equipos para procesos de información;11400;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Equipos para proceso de información
2011;04000;020000;6090;469100;Sistemas de información;24000;02;Dirección General de Interior;46;Investigación, desarrollo e innovación;04;Instituto Navarro de Administración Pública;Otro inmovilizado inmaterial
2011;04100;020002;1001;921400;Prestaciones a ex-presidentes, ex-consejeros y otros altos cargos del Gobierno de Navarra;147000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otras remuneraciones de altos cargos
2011;04100;020002;1600;921402;Regularización convenio Seguridad Social;1000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Seguridad social
2011;04100;020002;1600;921403;Diferencia de cotizaciones en seguridad social;1000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Seguridad social
2011;04100;020002;1620;224100;Abonos de primas de pólizas de seguros;3300000;02;Dirección General de Interior;22;Otras prestaciones económicas;04;Instituto Navarro de Administración Pública;Gastos sociales del personal
2011;04100;020002;1620;921400;Fondo para la aplicación de acuerdos en materia de personal;1000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Gastos sociales del personal
2011;04100;020002;1800;921400;Reconocimiento de servicios, nuevos complementos, ayuda familiar, grado, antigüedad, reingresos de excedencias y otros;150000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Otras retribuciones de personal
2011;04100;020002;1810;921400;Retribuciones de personal de ejercicios anteriores;100000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones de personal de ejercicios anteriores
2011;04100;020002;1820;921402;Ejecución de sentencias;100000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones por ejecución de sentencias y otras indemnizaciones
2011;04100;020002;1820;921403;Indemnizaciones por accidentes laborales;5000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Retribuciones por ejecución de sentencias y otras indemnizaciones
2011;04100;020002;2330;921400;Gratificaciones a tribunales de oposición;100;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Indemnización por trabajos realizados
2011;04100;020002;2339;224100;Gastos de renovación de los carnés de conducir y de los permisos de armas;100;02;Dirección General de Interior;22;Otras prestaciones económicas;04;Instituto Navarro de Administración Pública;Otras indemnizaciones
2011;04100;020002;8318;921400;Anticipos de sueldo para el personal fijo de la Admon de la Comunidad Foral y sus organismos autónomos;759000;02;Dirección General de Interior;92;Servicios de carácter general;04;Instituto Navarro de Administración Pública;Concesión de préstamos a familias y empleados a largo plazo
2011;04300;020002;1610;211100;Pensiones ordinarias de funcionarios;62817074;02;Dirección General de Interior;21;Pensiones;04;Instituto Navarro de Administración Pública;Pensiones ordinarias de funcionarios
2011;04300;020002;1612;211100;Pensiones excepcionales;69535;02;Dirección General de Interior;21;Pensiones;04;Instituto Navarro de Administración Pública;Pensiones excepcionales
2011;04300;020002;1614;211100;Indemnizaciones por jubilaciones anticipadas;65916;02;Dirección General de Interior;21;Pensiones;04;Instituto Navarro de Administración Pública;Indemnizaciones por jubilaciones anticipadas
2011;04300;020002;1620;224100;Asistencia sanitaria. Uso especial;9713000;02;Dirección General de Interior;22;Otras prestaciones económicas;04;Instituto Navarro de Administración Pública;Gastos sociales del personal
2011;04310;020002;4609;942300;Transferencias a entes locales del Montepío General para su financiación;6432000;02;Dirección General de Interior;94;Transferencias a otras administraciones públicas;04;Instituto Navarro de Administración Pública;Otras transferencias corrientes a entidades locales de Navarra
2011;04310;020002;4609;942302;Transferencias a los Ayuntamientos de Pamplona, Tafalla y Tudela;6660000;02;Dirección General de Interior;94;Transferencias a otras administraciones públicas;04;Instituto Navarro de Administración Pública;Otras transferencias corrientes a entidades locales de Navarra
2011;04310;020002;8206;942300;Gestión del Montepío de funcionarios municipales;17570000;02;Dirección General de Interior;94;Transferencias a otras administraciones públicas;04;Instituto Navarro de Administración Pública;Concesión de préstamos a corporaciones locales de Navarra a corto plazo
2011;03000;040000;1200;921300;Retribuciones del personal fijo;141121;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal fijo
2011;03000;040000;1210;921300;Retribuciones del personal contratado para cubrir plazas reservadas;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir plazas reservadas
2011;03000;040000;1211;921300;Retribuciones del personal contratado para cubrir vacantes;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir vacantes
2011;03000;040000;1220;921300;Retribuciones del personal contratado temporal;196187;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado temporal
2011;03000;040000;1250;921300;Retribuciones del personal contratado para sustituciones;28000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para sustituciones
2011;03000;040000;1400;921300;Retribuciones personales;372057;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones personales
2011;03000;040000;1600;921300;Seguridad social;277001;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Seguridad social
2011;03000;040000;1702;921300;Horas extraordinarias;8000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Horas extraordinarias
2011;03000;040000;1703;921300;Remuneración por trabajo en días festivos;1500;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Remuneración por trabajo en días festivos
2011;03000;040000;1705;921300;Complemento por trabajo en turnos de noche;2000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Complemento por trabajo en turnos de noche
2011;03000;040000;2061;921300;Arrendamiento de programas y licencias;6000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Arrendamientos de programas y licencias
2011;03000;040000;2120;921300;Reparación, mantenimiento y conservación de edificios y otras construcciones;9000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Edificios y otras construcciones
2011;03000;040000;2160;921300;Reparación y mantenimiento de equipos, programas informáticos y telecomunicaciones;8100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Equipos informáticos y de telecomunicaciones
2011;03000;040000;2190;921300;Reparación y conservación de otros bienes muebles;7200;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otro inmovilizado material
2011;03000;040000;2200;921300;Material de oficina;5400;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Material ordinario no inventariable
2011;03000;040000;2202;921300;Prensa, revistas, libros y otras publicaciones;2850;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Prensa, revistas, libros y otras publicaciones
2011;03000;040000;2219;921300;Otros suministros especiales;480;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros suministros especiales
2011;03000;040000;2220;921300;Comunicaciones telefónicas, postales y telegráficas;11570;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios de telecomunicaciones
2011;03000;040000;2230;921300;Gastos de transportes;800;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Gastos de transportes
2011;03000;040000;2261;921300;Atenciones protocolarias y representativas;1600;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Atenciones protocolarias y representativas
2011;03000;040000;2262;921300;Publicidad y actividades divulgativas;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Publicidad y propaganda
2011;03000;040000;2266;921300;Reuniones, conferencias y cursillos;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Reuniones, conferencias y cursillos
2011;03000;040000;2271;921300;Servicio de limpieza y aseo;80763;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios de limpieza y aseo
2011;03000;040000;2273;921300;Servicios informáticos;56012;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios informáticos
2011;03000;040000;2273;921302;Asistencia técnica 2º nivel;16880;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios informáticos
2011;03000;040000;2279;921300;Organización de congresos y cursos;7200;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros trabajos realizados por terceros
2011;03000;040000;2280;921300;Energía eléctrica, agua y gas;30011;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Energía eléctrica, agua y gas
2011;03000;040000;2284;921300;Material de limpieza y aseo;1620;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Material de limpieza y aseo
2011;03000;040000;2289;921300;Otros suministros auxiliares;1620;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros suministros auxiliares
2011;03000;040000;2300;921300;Dietas;720;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Dietas
2011;03000;040000;2301;921300;Locomoción y gastos de viaje;2400;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Locomoción y gastos de viaje
2011;03000;040000;2330;921300;Indemnizaciones por trabajos realizados;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Indemnización por trabajos realizados
2011;03000;040000;2400;921300;Gastos de edición de libros y publicaciones;24000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Gastos de edición de libros y publicaciones
2011;03000;040000;4809;921300;Ayudas y premios a estudios e investigación;18000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Transferencias corrientes a familias y otros particulares
2011;03000;040000;4809;921302;Indemnizaciones por responsabilidad patrimonial;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Transferencias corrientes a familias y otros particulares
2011;03000;040000;4819;921300;Convenio de colaboración con la escuela de práctica jurídica Estanislao Aranzadi;19000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Transferencias corrientes a otras instituciones sin fines de lucro
2011;03000;040000;6020;921300;Edificios y otras construcciones;9000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Edificios
2011;03000;040000;6050;921300;Mobiliario y equipos de oficina;3200;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Mobiliario y equipo de oficina
2011;03000;040000;6059;921300;Otro mobiliario y equipo;2400;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otro mobiliario y equipo
2011;03000;040000;6060;921300;Equipos para procesos de información;8100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Equipos para proceso de información
2011;03000;040000;6081;921300;Adquisición de fondos editoriales;1440;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Adquisición de fondos editoriales
2011;03000;040000;6090;469100;Sistemas de información;20000;04;Dirección General de Función Pública;46;Investigación, desarrollo e innovación;03;#N/A;Otro inmovilizado inmaterial
2011;03000;040000;6091;921300;Proyectos técnicos;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Proyectos técnicos
2011;03000;040000;6092;921300;Estudios, informes y otros;7200;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios, informes y otros
2011;03200;040001;1200;921300;Retribuciones del personal fijo;139706;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal fijo
2011;03200;040001;1210;921300;Retribuciones del personal contratado para cubrir plazas reservadas;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir plazas reservadas
2011;03200;040001;1211;921300;Retribuciones del personal contratado para cubrir vacantes;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir vacantes
2011;03200;040001;2276;921300;Estudios y trabajos técnicos;1140;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios y trabajos técnicos
2011;03200;040001;2276;921302;Programa de evaluación de la calidad de servicios públicos;8550;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios y trabajos técnicos
2011;03200;040001;2279;921300;Organización de congresos y cursos;8550;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros trabajos realizados por terceros
2011;03200;040001;2400;921300;Gastos de edición de libros y publicaciones;855;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Gastos de edición de libros y publicaciones
2011;03200;040001;4809;921300;Ayudas y premios a estudios e investigación;100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Transferencias corrientes a familias y otros particulares
2011;03200;040001;6092;921300;Estudios, informes y otros;38000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios, informes y otros
2011;03100;040002;1200;921300;Retribuciones del personal fijo;255490;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal fijo
2011;03100;040002;1210;921300;Retribuciones del personal contratado para cubrir plazas reservadas;19517;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir plazas reservadas
2011;03100;040002;1211;921300;Retribuciones del personal contratado para cubrir vacantes;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir vacantes
2011;03100;040002;2269;921300;Coparticipación en programas de formación;3000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros gastos diversos
2011;03100;040002;2276;921300;Cursos de formación continua (INAP estatal);100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios y trabajos técnicos
2011;03100;040002;2279;921300;Organización de cursos;200000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros trabajos realizados por terceros
2011;03100;040002;2279;921302;Organización de cursos on-line;72000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros trabajos realizados por terceros
2011;03300;040003;1200;921300;Retribuciones del personal fijo;284012;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal fijo
2011;03300;040003;1210;921300;Retribuciones del personal contratado para cubrir plazas reservadas;1;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir plazas reservadas
2011;03300;040003;1211;921300;Retribuciones del personal contratado para cubrir vacantes;35870;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Retribuciones del personal contratado para cubrir vacantes
2011;03300;040003;2120;921300;Reparación, mantenimiento y conservación de edificios y otras construcciones;15200;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Edificios y otras construcciones
2011;03300;040003;2160;921300;Reparación y mantenimiento de equipos y programas informáticos;380;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Equipos informáticos y de telecomunicaciones
2011;03300;040003;2190;921300;Reparación y mantenimiento de otros bienes muebles;5700;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otro inmovilizado material
2011;03300;040003;2200;921300;Material de oficina;4750;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Material ordinario no inventariable
2011;03300;040003;2202;921300;Prensa, revistas, libros y otras publicaciones;2375;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Prensa, revistas, libros y otras publicaciones
2011;03300;040003;2261;921300;Atenciones protocolarias y representativas;475;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Atenciones protocolarias y representativas
2011;03300;040003;2266;921300;Reuniones, conferencias y cursillos;855;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Reuniones, conferencias y cursillos
2011;03300;040003;2271;921300;Servicios de limpieza y aseo;61000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios de limpieza y aseo
2011;03300;040003;2274;921300;Servicios de seguridad;40000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Servicios de seguridad
2011;03300;040003;2276;921300;Cursos de formación continua (INAP estatal);100;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios y trabajos técnicos
2011;03300;040003;2276;921302;Estudios y trabajos técnicos;950;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Estudios y trabajos técnicos
2011;03300;040003;2279;921300;Organización de cursos;365000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros trabajos realizados por terceros
2011;03300;040003;2280;921300;Energía eléctrica, agua y gas;21000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Energía eléctrica, agua y gas
2011;03300;040003;2281;921300;Combustible, lubricantes y calefacción;9000;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Combustibles, lubricantes y calefacción
2011;03300;040003;2284;921300;Material de limpieza y aseo;1710;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Material de limpieza y aseo
2011;03300;040003;2289;921300;Otros suministros auxiliares;2375;04;Dirección General de Función Pública;92;Servicios de carácter general;03;#N/A;Otros suministros auxiliares
